transcriptID_trim,log2FoldChange
TRINITY_DN30_c0_g2::TRINITY_DN30_c0_g2_i1,3.77744200313781
TRINITY_DN33_c0_g1::TRINITY_DN33_c0_g1_i18,3.76042467475333
TRINITY_DN9365_c0_g1::TRINITY_DN9365_c0_g1_i1,3.65426348782188
TRINITY_DN258_c0_g1::TRINITY_DN258_c0_g1_i18,3.76324789476577
TRINITY_DN258_c0_g1::TRINITY_DN258_c0_g1_i13,3.33725421060149
TRINITY_DN10209_c0_g2::TRINITY_DN10209_c0_g2_i3,3.03616948686862
TRINITY_DN13966_c0_g1::TRINITY_DN13966_c0_g1_i1,2.6788259873202
TRINITY_DN30_c0_g3::TRINITY_DN30_c0_g3_i1,2.05903126212838
TRINITY_DN301_c0_g2::TRINITY_DN301_c0_g2_i1,2.57951701504334
TRINITY_DN30_c0_g2::TRINITY_DN30_c0_g2_i1,3.99876647792389
TRINITY_DN8164_c0_g1::TRINITY_DN8164_c0_g1_i13,1.83928438633837
TRINITY_DN9607_c1_g1::TRINITY_DN9607_c1_g1_i1,3.07094904443381
TRINITY_DN2173_c0_g1::TRINITY_DN2173_c0_g1_i2,2.85491534117249
TRINITY_DN3821_c0_g1::TRINITY_DN3821_c0_g1_i2,2.57722932309205
TRINITY_DN4770_c0_g1::TRINITY_DN4770_c0_g1_i1,2.74941841177194
TRINITY_DN159_c0_g5::TRINITY_DN159_c0_g5_i1,3.08497911773585
TRINITY_DN4857_c0_g1::TRINITY_DN4857_c0_g1_i1,2.28197850247278
TRINITY_DN4770_c0_g1::TRINITY_DN4770_c0_g1_i1,3.40840363256181
TRINITY_DN159_c0_g2::TRINITY_DN159_c0_g2_i2,3.09500026421325
TRINITY_DN638_c0_g1::TRINITY_DN638_c0_g1_i10,2.57307543137986
TRINITY_DN33_c0_g1::TRINITY_DN33_c0_g1_i10,2.10073240723505
TRINITY_DN638_c0_g1::TRINITY_DN638_c0_g1_i16,2.57307543137986
TRINITY_DN7057_c0_g2::TRINITY_DN7057_c0_g2_i2,2.8796377321257
TRINITY_DN4518_c0_g1::TRINITY_DN4518_c0_g1_i1,3.15273564609679
TRINITY_DN258_c0_g1::TRINITY_DN258_c0_g1_i10,2.27791096955304
TRINITY_DN301_c0_g2::TRINITY_DN301_c0_g2_i8,2.39724642880162
TRINITY_DN33_c0_g1::TRINITY_DN33_c0_g1_i22,2.18643040768731
TRINITY_DN1446_c0_g1::TRINITY_DN1446_c0_g1_i21,4.11203178123456
TRINITY_DN4432_c0_g1::TRINITY_DN4432_c0_g1_i6,3.8715011807978
TRINITY_DN301_c0_g2::TRINITY_DN301_c0_g2_i7,2.6942220006749
TRINITY_DN301_c2_g1::TRINITY_DN301_c2_g1_i1,1.94702440310141
TRINITY_DN5480_c0_g1::TRINITY_DN5480_c0_g1_i2,2.77288496009365
TRINITY_DN301_c0_g1::TRINITY_DN301_c0_g1_i2,3.08804310415666
TRINITY_DN13966_c0_g1::TRINITY_DN13966_c0_g1_i1,2.83291441996784
TRINITY_DN30_c0_g2::TRINITY_DN30_c0_g2_i2,2.26358156144262
TRINITY_DN30_c0_g1::TRINITY_DN30_c0_g1_i1,2.43953320310916
TRINITY_DN8509_c0_g1::TRINITY_DN8509_c0_g1_i1,2.0598759520469
TRINITY_DN159_c0_g2::TRINITY_DN159_c0_g2_i2,2.6277704170837
TRINITY_DN16_c0_g1::TRINITY_DN16_c0_g1_i1,1.88790326671539
TRINITY_DN4518_c0_g1::TRINITY_DN4518_c0_g1_i1,2.97816528896063
TRINITY_DN1306_c0_g1::TRINITY_DN1306_c0_g1_i15,2.18722280788307
TRINITY_DN12866_c0_g1::TRINITY_DN12866_c0_g1_i1,3.06151903529248
TRINITY_DN140_c0_g3::TRINITY_DN140_c0_g3_i1,2.46511889406412
TRINITY_DN6070_c1_g1::TRINITY_DN6070_c1_g1_i4,2.65713921404585
TRINITY_DN3_c0_g1::TRINITY_DN3_c0_g1_i7,3.58760587743364
TRINITY_DN134_c0_g1::TRINITY_DN134_c0_g1_i6,3.01049327883296
TRINITY_DN16170_c0_g1::TRINITY_DN16170_c0_g1_i1,2.88773098831027
TRINITY_DN16170_c0_g1::TRINITY_DN16170_c0_g1_i1,2.88836494173184
TRINITY_DN7378_c0_g1::TRINITY_DN7378_c0_g1_i1,3.16852378968074
TRINITY_DN1306_c0_g1::TRINITY_DN1306_c0_g1_i1,3.15530864803407
TRINITY_DN2693_c0_g1::TRINITY_DN2693_c0_g1_i4,2.57784682831223
TRINITY_DN6586_c0_g1::TRINITY_DN6586_c0_g1_i2,-1.51555545408837
TRINITY_DN6345_c0_g1::TRINITY_DN6345_c0_g1_i15,2.83865604752318
TRINITY_DN6345_c0_g1::TRINITY_DN6345_c0_g1_i17,2.83865604752318
TRINITY_DN1306_c0_g1::TRINITY_DN1306_c0_g1_i13,3.29240730486128
TRINITY_DN210_c0_g1::TRINITY_DN210_c0_g1_i2,2.02821368818824
TRINITY_DN740_c0_g1::TRINITY_DN740_c0_g1_i9,2.53165814844359
TRINITY_DN577_c0_g2::TRINITY_DN577_c0_g2_i1,2.92792045792227
TRINITY_DN4027_c0_g1::TRINITY_DN4027_c0_g1_i13,2.32706037917606
TRINITY_DN204_c0_g1::TRINITY_DN204_c0_g1_i1,2.45833899820735
TRINITY_DN1306_c0_g1::TRINITY_DN1306_c0_g1_i3,2.70258559759058
TRINITY_DN1864_c1_g2::TRINITY_DN1864_c1_g2_i1,2.17286360886181
TRINITY_DN210_c0_g1::TRINITY_DN210_c0_g1_i2,2.13907523746397
TRINITY_DN62_c0_g1::TRINITY_DN62_c0_g1_i11,2.07315941800184
